station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,4.937287981124526,7.354505863833694,3.327442794928831,4.675890532051313,77.78902244567871,
ALGORTA_BBIZI2,ok,8.685728817664685,12.799213874461495,5.3675787012199265,7.38637197204252,60.2001690864563,
ALONSOTEGI,ok,5.85595307480486,8.769668264062428,3.8010250870061033,5.652698299642022,48.0566086769104,
ARRAIZ_Monte,ok,5.47526753571386,8.460159781235856,4.160044076601218,6.056952783812229,72.40338659286499,
BARAKALDO,ok,6.877574814284551,10.45760140256489,4.578509274898903,6.600079887481412,86.11380887031555,
BASAURI,ok,7.118155926246374,11.217602975815183,4.918755695165458,6.9410861472462795,94.8291711807251,
CASTREJANA,ok,6.8588850296458155,9.972955182812296,4.2007473527740755,5.9577124344248595,98.69176387786865,
ERANDIO,ok,6.614835453199901,9.769938169216143,4.49689209376786,6.2755600267691305,163.59985089302063,
EUROPA,ok,5.990806666832922,9.249063936083234,4.232418070055694,6.214999633913,277.2405605316162,
LAS_CARRERAS,ok,6.027278670305729,8.920419905366353,4.054724770820306,5.5156137418105695,46.32700514793396,
MAZARREDO,ok,5.24332130648321,7.970055952487296,3.7187906085555373,5.379949202904201,57.75254821777344,
MUSKIZ,ok,4.41447007834085,7.748050032873801,3.2691029744081352,5.377111340068075,52.05218553543091,
Mª_DIAZ_HARO,ok,5.488905264991755,8.381554775015259,3.9328802183482874,5.636391125488357,43.32594180107117,
M┬к_DIAZ_HARO,ok,5.488905264991755,8.381554775015259,3.9328802183482874,5.636391125488357,43.301490783691406,
SANGRONIZ,ok,6.452494504614531,9.637568375612283,4.101403034122608,5.859767823096376,89.3361828327179,
SANTURCE,ok,6.724010027273285,9.108482258232279,4.730509732178279,6.416652959466794,88.93253493309021,
SAN_JULIAN,ok,6.8092492426592655,10.196488751496725,4.55452029490534,6.494282646962618,82.31120896339417,
SAN_MIGUEL,ok,4.028727597341509,5.705051102119081,2.982289842001677,3.9635164833763117,60.349369525909424,
ZIERBENA_Puerto,ok,8.313409455077107,13.297307344871614,5.049225825866323,7.124026363113031,82.72696614265442,
