station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,4.830851545579241,7.096192526212329,3.2066309799025277,4.373810561578138,949.290424823761,
ALGORTA_BBIZI2,ok,8.514668186298074,12.559510985531409,5.238433014256736,7.276243418955482,1242.333384513855,
ALONSOTEGI,ok,5.615085595468179,8.417556804529895,3.504982026260689,5.174446169213194,1372.345562696457,
ARRAIZ_Monte,ok,6.246127919711563,8.900067949273406,4.8994444690329155,6.478533311152877,1767.6849596500397,
BARAKALDO,ok,6.60387198393662,10.057287810658378,4.280838996047535,6.194319483506846,984.7482659816742,
BASAURI,ok,6.914724096473561,10.79849212149804,4.602837557546314,6.397487419708871,1378.7980694770813,
CASTREJANA,ok,6.809290182627412,9.770288873198115,4.068693033717318,5.680429963573726,2223.8678007125854,
ERANDIO,ok,6.707925218689667,9.715499781998888,4.478375856654073,6.203610346506062,1121.277235507965,
EUROPA,ok,5.714212886420337,8.664632642135818,3.947704686056785,5.6221966404324615,1066.0915610790253,
LAS_CARRERAS,ok,6.010109820829917,9.034579139181153,3.991981269052727,5.439176908002078,983.4767725467682,
MAZARREDO,ok,5.164334190600357,7.858258855590145,3.684823871208528,5.281440628962329,1122.931319475174,
MUSKIZ,ok,4.284559466440029,7.33810020208024,3.0919787987718452,4.87571137183714,602.8885834217072,
Mª_DIAZ_HARO,ok,5.751264777031132,8.659928975854587,4.214084871513285,5.9397780892832115,1519.23437833786,
SANGRONIZ,ok,6.456921454741966,9.546814408065854,4.092166710967646,5.787508300832386,1136.3041336536407,
SANTURCE,ok,6.775424472123611,9.05424517983463,4.883269485309111,6.350461481751003,1154.2171156406403,
SAN_JULIAN,ok,6.69093797873619,10.17349969008757,4.407300156421777,6.422407808268894,1206.8920695781708,
SAN_MIGUEL,ok,4.933387014577372,6.6152468715215775,3.775010309600043,4.932208876328792,862.9968817234039,
ZIERBENA_Puerto,ok,8.088323464198742,12.960488503060366,4.704273072942134,6.628124188589473,923.9317512512207,
