station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,4.698772066874697,6.872088046612442,3.050040179068083,4.083447205254708,1241.0165030956268,
ALGORTA_BBIZI2,ok,8.649656373032414,12.538791436886076,5.324871151444261,7.204174976679284,2174.206221818924,
ALONSOTEGI,ok,5.493301955910312,7.975533341119943,3.3176560271914775,4.563606104258389,1024.6494915485382,
ARRAIZ_Monte,ok,5.376367937301235,8.03271787194766,3.978369018719036,5.5463538035220425,1078.8164105415344,
BARAKALDO,ok,6.609833262216128,9.908017124474465,4.249773640890139,5.950116973417157,1279.5987780094147,
BASAURI,ok,7.031761862650477,10.742941819030927,4.65583109599172,6.262143182253096,1433.506999015808,
CASTREJANA,ok,6.67512508836078,9.480818010952943,3.8332541498615327,5.189734140338372,1859.3742084503174,
ERANDIO,ok,6.5955097211077245,9.431970819413511,4.3793623446216685,5.8860458568686775,2101.564824104309,
EUROPA,ok,5.542667430310361,8.389711610453087,3.693594368027505,5.140655759769613,1498.156438112259,
LAS_CARRERAS,ok,5.877863279872417,8.80044394734969,3.7971130842331298,5.071288589516387,840.7217185497284,
MAZARREDO,ok,4.939960108143003,7.4636260470375975,3.4289350525652402,4.793385906102864,1644.2199540138245,
MUSKIZ,ok,4.193658031562019,6.872425490010009,2.9300258924217313,4.192920514986019,709.5280594825745,
Mª_DIAZ_HARO,ok,5.496857936268774,8.314461773114349,3.9072535856002197,5.394181168214338,2107.7557134628296,
SANGRONIZ,ok,6.172082946942749,9.028339561629123,3.7545559179770494,5.067721404894223,1132.7955949306488,
SANTURCE,ok,6.319678686961776,8.362999355288602,4.3557968246770535,5.655287953688389,1215.704845905304,
SAN_JULIAN,ok,6.630713912014829,9.904652442124661,4.313264607230789,6.106884379766055,1828.2148382663727,
SAN_MIGUEL,ok,4.928062678394723,6.87906294220472,3.752036320312451,5.242606836387786,947.6004898548126,
ZIERBENA_Puerto,ok,8.03345336700235,12.710612110595811,4.587444682465715,6.238516841277217,819.7525126934052,
