station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,4.716420433319083,7.003352726771309,3.0959743546652976,4.26045365638083,3207.0074553489685,
ALGORTA_BBIZI2,ok,8.628369713506377,12.617951985519232,5.337797613710645,7.336798934643582,1368.2872729301453,
ALONSOTEGI,ok,5.587329701280386,8.350714710844871,3.4853440238689415,5.120725733549279,3234.4944982528687,
ARRAIZ_Monte,ok,5.3845236404872265,8.271038023421685,4.068419512307965,5.886841619991692,1329.11772274971,
BARAKALDO,ok,6.677446059149817,10.152294895721454,4.337371923812882,6.24809708002739,1492.1427989006042,
BASAURI,ok,6.9919235832347555,10.89946288197729,4.708912838300244,6.524572558129724,2308.564555644989,
CASTREJANA,ok,6.861707516767146,9.810684082129836,4.095921047743721,5.720635280938315,2730.245667219162,
ERANDIO,ok,6.64354165242265,9.605193770625192,4.452839373568911,6.104090663503093,1396.2086231708527,
EUROPA,ok,5.670768682138667,8.692183345325645,3.8473015295343753,5.512674604585934,1340.0378694534302,
LAS_CARRERAS,ok,5.961996603514301,9.04015538546137,3.9766162249018655,5.491007722076019,1177.829895734787,
MAZARREDO,ok,4.938202864561397,7.720197999772191,3.5086923728210313,5.195271452221865,1395.019850730896,
MUSKIZ,ok,4.33928047140959,7.4058832831656,3.1724006042293986,4.958584112935774,811.3887612819672,
Mª_DIAZ_HARO,ok,5.4756187777279735,8.502199174859888,3.998658450202834,5.77022872240444,2993.8077914714813,
M┬к_DIAZ_HARO,ok,5.4756187777279735,8.502199174859888,3.998658450202834,5.77022872240444,2994.239319562912,
SANGRONIZ,ok,6.664349567882389,9.811677352937997,4.395295539656164,6.087018802360239,5686.680915117264,
SANTURCE,ok,6.489086694082925,8.769982953386883,4.564737915013797,5.9805711380142315,1019.3875210285187,
SAN_JULIAN,ok,6.706041291617214,10.219904696761011,4.429716013070645,6.4811154594554665,1893.599262714386,
SAN_MIGUEL,ok,4.870619275007958,6.539732524794774,3.7239904134978943,4.852587015600994,1095.1576249599457,
ZIERBENA_Puerto,ok,8.165355853266695,12.992069098705544,4.828942969805713,6.754756463365501,752.0634109973907,
