station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,4.872915191514295,7.1631862427646364,3.30877971507094,4.478774368830377,99.1918535232544,
ALGORTA_BBIZI2,ok,8.707322700964395,12.78800971558629,5.507263702714938,7.510993485857871,114.34877371788025,
ALONSOTEGI,ok,5.907041893393749,8.702985062249823,3.796115796754329,5.526348008347392,101.88741135597229,
ARRAIZ_Monte,ok,5.313497877295374,8.399718794668091,4.0187658474663435,6.058831125716766,139.5032126903534,
BARAKALDO,ok,6.685526584162566,10.223615218433599,4.4392002587594765,6.4172752290385615,179.96854281425476,
BASAURI,ok,6.889939315881954,10.997366992057845,4.672017808634313,6.720093910751841,189.14058876037598,
CASTREJANA,ok,6.810682959136878,9.872685992286746,4.162765531903867,5.836886875402607,113.42705082893372,
ERANDIO,ok,6.560484530402585,9.620600534402849,4.411131207454804,6.103211233390674,107.35359764099121,
EUROPA,ok,5.7944286575598305,8.882837190488525,4.081612003329349,5.888386071944653,99.89322400093079,
LAS_CARRERAS,ok,6.053413512337237,9.033783691627484,4.131772725406256,5.6883379836076955,141.92511320114136,
MAZARREDO,ok,5.068677778489632,7.7975999054542235,3.6106076036316037,5.2644992082358595,146.15409064292908,
MUSKIZ,ok,4.382548493733814,7.440021349686321,3.213585144154911,4.997846209046834,101.72291612625122,
Mª_DIAZ_HARO,ok,5.451898581244691,8.302946947448705,3.909457340808956,5.584116358730391,106.31522417068481,
M┬к_DIAZ_HARO,ok,5.451898581244691,8.302946947448705,3.909457340808956,5.584116358730391,105.79460191726685,
SANGRONIZ,ok,6.49981002056287,9.551670426125115,4.178188290826845,5.797997628559847,107.67852973937988,
SANTURCE,ok,6.111360944060609,8.356677000272878,4.211956204070245,5.502993381793174,115.47352933883667,
SAN_JULIAN,ok,6.693222349113531,10.054522119599996,4.46887737630247,6.342038887526037,117.7322678565979,
SAN_MIGUEL,ok,4.571974459592353,5.977283273645327,3.430901402382417,4.2340346915236236,142.15748023986816,
ZIERBENA_Puerto,ok,8.20333419604466,13.213240004243392,4.929142552100863,7.035742990068347,135.36318016052246,
