station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,5.476015647207265,8.148520693900746,3.4137542873863973,4.851953423619961,121.6,
ALGORTA_BBIZI2,ok,9.301275776808298,13.677104595372809,5.558990029163,7.771792775221944,101.5,
ALONSOTEGI,ok,6.268042730601428,9.303996614076988,3.7743922733574697,5.699205422888046,82.4,
ARRAIZ_Monte,ok,6.674178563055897,9.818958829358344,4.934187616794057,7.0982056036428505,84.7,
BARAKALDO,ok,7.965805403037867,11.550151279207714,4.927070262451812,6.948661840663941,88.0,
BASAURI,ok,7.874530831520537,12.436596800670648,5.052537658043683,7.254573906235658,93.4,
CASTREJANA,ok,7.528292479908335,10.57722831967552,4.383840623612348,6.013061139975716,179.5,
ERANDIO,ok,7.618116414256554,10.920994788995388,4.530156132637353,6.3523835172206855,84.8,
EUROPA,ok,6.664726103280666,10.15881324397693,4.359254790345716,6.40953391917811,127.1,
LAS_CARRERAS,ok,7.207543932276947,10.559128976170685,4.538707568020403,6.279291771526539,124.3,
MAZARREDO,ok,6.072698447432419,9.2579247917882,4.238251141837143,6.353248630601364,98.6,
MUSKIZ,ok,5.145126446202116,8.30653810478946,3.7697624034567285,5.733618542720986,89.5,
Mª_DIAZ_HARO,ok,6.476351298896526,9.5277088292959,4.601054062718027,6.4508758729685525,99.7,
SANGRONIZ,ok,7.006434298374877,10.34948196203885,4.295167166112396,6.1303385655610505,103.1,
SANTURCE,ok,6.35516220805189,8.761699802798837,4.1997830435323396,5.527631050514623,103.5,
SAN_JULIAN,ok,8.377072010517264,12.251383341540325,5.498093973884737,7.912341475963561,83.9,
SAN_MIGUEL,ok,6.295477298893526,7.6545844815555935,4.477413037316351,5.394364760003884,83.4,
ZIERBENA_Puerto,ok,9.087024875318452,14.184822705992847,5.480665995760886,7.722918833535236,80.3,
