station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,5.347281400425761,7.72950044771176,3.288329863074274,4.602322150194785,166.7,
ALGORTA_BBIZI2,ok,9.372352469025381,13.447327373706731,5.711326061675077,7.713866058954987,88.8,
ALONSOTEGI,ok,6.26127900626365,9.304352011189417,3.748936771226346,5.638246029710156,104.3,
ARRAIZ_Monte,ok,6.100202094266694,9.395158073038028,4.1535071924786475,6.330605898788456,122.9,
BARAKALDO,ok,7.517944214077707,11.403684516706575,5.007570723867465,7.211844968230775,80.2,
BASAURI,ok,7.710823190084047,12.114357637252718,4.944722975792166,7.147959079882637,81.6,
CASTREJANA,ok,7.401519212813188,10.440355804534223,4.176986531221487,5.803170812657555,81.8,
ERANDIO,ok,7.4525946011057576,10.680926929493571,4.735506352193775,6.559404496340082,105.0,
EUROPA,ok,6.4083329962849325,9.737940827497898,4.16818882362531,6.127146632632257,94.8,
LAS_CARRERAS,ok,6.6047315220218135,9.564879008181709,4.260024286074855,5.797926663905477,88.4,
MAZARREDO,ok,5.711658781119119,8.730753529322223,3.7304115530668014,5.536280346237907,102.8,
MUSKIZ,ok,4.859921762743304,8.041772017693983,3.173679682297399,5.0401478795543495,80.8,
Mª_DIAZ_HARO,ok,6.149763694178134,9.038490089700812,3.8428554794017558,5.59435885646936,80.5,
SANGRONIZ,ok,7.118255619582873,10.37540000567671,4.1687579738015,5.909048356120536,145.6,
SANTURCE,ok,6.243407067929788,8.614338568949297,3.992594177527176,5.26363602350063,87.4,
SAN_JULIAN,ok,8.115455368247462,11.477058643983343,5.237150024930949,7.4246387832998675,109.4,
SAN_MIGUEL,ok,5.244177852512557,6.711847044166445,3.4994298958888614,4.358286899857264,104.1,
ZIERBENA_Puerto,ok,8.603702552170105,13.96720504157187,5.089380963015137,7.477377563351771,96.8,
