station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,5.453544713501593,8.122211027984731,3.4063053169131474,4.921942146069078,104.4,
ALGORTA_BBIZI2,ok,9.581196649699095,13.857951012421864,5.818504374724468,8.035387473528768,84.2,
ALONSOTEGI,ok,6.258517656828918,9.50704326764958,3.918258954967716,6.014694397666778,82.1,
ARRAIZ_Monte,ok,6.833388718487799,10.378867767514679,5.061171826555771,7.346055654249486,120.1,
BARAKALDO,ok,8.165344826325313,12.0160736531548,5.254412045944291,7.522709381678474,120.4,
BASAURI,ok,7.894696183466116,12.233637413157428,5.125516894636049,7.29008525896399,138.3,
CASTREJANA,ok,7.497558104130605,10.481997818302624,4.304211703969055,5.906472602052062,89.7,
ERANDIO,ok,7.3937023125681005,10.670468609039851,4.469357999320064,6.2945044648241595,87.6,
EUROPA,ok,6.61963200984947,10.062989976972997,4.347585180019272,6.392755268621658,117.1,
LAS_CARRERAS,ok,7.3403930707084255,10.917878765683223,4.867128110653731,6.81844493698387,160.8,
MAZARREDO,ok,6.316937187045006,9.643953951110875,4.580972109747549,6.864227512317695,102.2,
MUSKIZ,ok,4.840428048802788,8.25722999219476,3.422429140204562,5.4976032086185285,101.2,
Mª_DIAZ_HARO,ok,6.876532889727851,10.210966828759519,5.147179829315268,7.1645558704578045,86.5,
SANGRONIZ,ok,6.959815610062467,10.226826453830501,4.123778616925133,5.798105002344585,87.4,
SANTURCE,ok,6.937136133414194,9.509330325226705,4.706764057456479,6.14674336040118,102.2,
SAN_JULIAN,ok,7.771550998258398,11.227840480784412,5.008302224813221,6.9452884733722025,114.0,
SAN_MIGUEL,ok,6.3509668166119155,7.655537588450104,4.694560260675824,5.621117830726375,91.4,
ZIERBENA_Puerto,ok,8.94614906814644,14.029946313806843,5.263171671231861,7.376345385768149,88.8,
