model,config,station,n_windows,obs_exceed,pred_exceed,obs_pct,pred_pct,obs_ma_mean,pred_ma_mean
AirFormer,F5,BARAKALDO,11089,214,91,1.9298403823608983,0.8206330597889802,18.30353650846942,17.20288212069937
AirFormer,F5,ZIERBENA (Puerto),11089,114,30,1.0280458111642168,0.27053837135900444,15.226342900628474,13.746655474469293
AirFormer,F5,ALGORTA (BBIZI2),11089,113,38,1.01902786545225,0.3426819370547389,18.588725287573062,16.844830589291277
AirFormer,F5,SAN JULIAN,11089,82,45,0.7394715483812787,0.40580755703850657,18.728349391256007,17.737435309845438
AirFormer,F5,BASAURI,11089,63,46,0.5681305798539092,0.4148255027504735,15.863265375781827,14.985806407610115
AirFormer,F5,CASTREJANA,11089,59,26,0.532058797006042,0.23446658851113714,11.876604427704931,12.414489278806379
AirFormer,F5,ERANDIO,11089,33,21,0.29759220849490486,0.1893768599513031,15.13199264820379,13.791267033170408
AirFormer,F5,LAS CARRERAS,11089,27,18,0.24348453422310395,0.16232302281540265,16.3079966545879,15.494077972987805
AirFormer,F5,ARRAIZ (Monte),11089,27,21,0.24348453422310395,0.1893768599513031,11.766735791866195,12.735744101033239
AirFormer,F5,EUROPA,11089,24,35,0.21643069708720356,0.3156280999188385,14.23029202460583,13.986833554332685
AirFormer,F5,Mª DIAZ HARO,11089,24,21,0.21643069708720356,0.1893768599513031,13.114986315902192,13.55394995259856
AirFormer,F5,ALONSOTEGI,11089,24,15,0.21643069708720356,0.13526918567950222,10.874582912786668,10.95928943389401
AirFormer,F5,MUSKIZ,11089,24,15,0.21643069708720356,0.13526918567950222,10.640003604082217,10.048878807363202
AirFormer,F5,MAZARREDO,11089,24,17,0.21643069708720356,0.15330507710343583,13.973521052087134,13.28692845254263
AirFormer,F5,SANGRONIZ,11089,23,25,0.20741275137523674,0.22544864279917037,13.604040781886237,13.148663824428121
AirFormer,F5,SANTURCE,11089,18,17,0.16232302281540265,0.15330507710343583,9.621963954836897,11.14657220165304
AirFormer,F5,ABANTO,11089,17,12,0.15330507710343583,0.10821534854360178,10.409260675998654,10.36537889529705
AirFormer,F5,SAN MIGUEL,11089,0,4,0.0,0.03607178284786726,9.382811788420842,10.930198786046702
