model,config,station,n_windows,obs_exceed,pred_exceed,obs_pct,pred_pct,obs_ma_mean,pred_ma_mean
Informer,F1,BARAKALDO,10778,214,2,1.985526071627389,0.018556318426424197,18.663929557318163,17.716683974134487
Informer,F1,ZIERBENA_Puerto,10744,114,0,1.0610573343261356,0.0,15.22919377853432,15.184239533617786
Informer,F1,ALGORTA_BBIZI2,11008,113,16,1.0265261627906976,0.14534883720930233,18.568911987675534,19.019370242623406
Informer,F1,SAN_JULIAN,11069,82,102,0.7408076610353239,0.921492456409793,18.71102104349565,19.922043455489984
Informer,F1,BASAURI,10811,64,0,0.5919896401812969,0.0,16.176887629421643,16.67352015830619
Informer,F1,CASTREJANA,10976,59,36,0.5375364431486881,0.32798833819241985,12.44973501851451,12.208273130602608
Informer,F1,ERANDIO,11079,33,0,0.29786081776333606,0.0,15.128038800157764,15.156499383940323
Informer,F1,LAS_CARRERAS,11060,27,0,0.244122965641953,0.0,16.41419153556051,15.518265701593993
Informer,F1,ARRAIZ_Monte,11041,27,12,0.24454306675120008,0.10868580744497781,11.739063472305224,11.357703487301206
Informer,F1,MUSKIZ,11012,24,0,0.2179440610243371,0.0,10.611177969297431,10.239919419208418
Informer,F1,ALONSOTEGI,10833,24,1,0.22154527831625587,0.009231053263177328,12.069363702587747,12.333689787232688
Informer,F1,EUROPA,10999,24,0,0.21820165469588143,0.0,14.215428697995804,13.375382319268109
Informer,F1,MAZARREDO,11079,24,13,0.2166260492824262,0.11733911002798088,13.966287651419762,13.732165526934962
Informer,F1,SANGRONIZ,11079,23,2,0.20759996389565846,0.01805217077353552,13.597421590547311,14.148357588848192
Informer,F1,SANTURCE,11069,18,0,0.1626163158370223,0.0,9.611633062827183,11.782300487692988
Informer,F1,ABANTO,11079,17,0,0.1534434515750519,0.0,10.407068938461924,11.111332279869448
Informer,F1,SAN_MIGUEL,10882,0,0,0.0,0.0,9.561293746065909,10.800297588340943
