label,0-10,10-20,20-40,40-80,80+,ma24_global
AirFormer F3IL,6.865993919914139,4.935517544370139,10.541373728497174,28.080406073230098,82.65517988083724,5.419930696487427
XGBoost F5I,8.27609811339762,5.390640872384863,9.19344928160933,25.269212560451347,79.53304377368082,5.421615088733034
XGBoost F5,8.33993926762558,5.414324422002429,9.202586288247211,25.40419785887167,79.55552899194552,5.447788409872449
XGBoost F3IL,8.509960219769075,5.502440218719265,9.189358547718458,25.235162528181466,79.79403807017155,5.538853061580831
AirFormer F5,7.530360303399968,5.136665800303047,10.185238653166246,27.38921066178074,83.46265598656514,5.64766173892551
AirFormer F3,6.75250527721029,4.934165180716676,10.333891598888334,28.73248956758001,94.41602429560886,5.704182386398315
Informer2020 F1,7.464762026083553,5.041887517171661,10.238237016137893,29.26540675089957,96.3852623132717,6.057272071419063
GAT-Informer F2,6.880739020352991,5.73991285337226,10.893308144266092,28.72573816255465,97.4822376320582,6.096808711687724
