station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error,feature_config,station_key,model,model_label
Mª DIAZ HARO,ok,5.618156433105469,8.97058391571045,4.023633003234863,5.997890472412109,,,F5,M_DIAZ_HARO,gat_informer,GAT-Informer
SAN JULIAN,ok,6.552801132202148,10.138607025146484,4.427417755126953,6.691011905670166,,,F5,SAN_JULIAN,gat_informer,GAT-Informer
SAN MIGUEL,ok,3.782243251800537,5.636230945587158,2.7897045612335205,3.9307034015655518,,,F5,SAN_MIGUEL,gat_informer,GAT-Informer
SANGRONIZ,ok,6.465787410736084,10.090624809265137,4.136317729949951,6.0622944831848145,,,F5,SANGRONIZ,gat_informer,GAT-Informer
SANTURCE,ok,5.167079448699951,8.202067375183105,3.423013210296631,5.001224040985107,,,F5,SANTURCE,gat_informer,GAT-Informer
ZIERBENA (Puerto),ok,8.176573753356934,13.986342430114746,5.218771934509277,7.759023189544678,,,F5,ZIERBENA_PUERTO,gat_informer,GAT-Informer
SAN_MIGUEL,ok,4.028727597341509,5.705051102119081,2.982289842001677,3.963516483376312,,,F1,SAN_MIGUEL,xgboost,XGBoost
ABANTO,ok,4.68373595460594,6.852365428603317,3.024340583526639,4.0332577798109766,,,F5,ABANTO,xgboost,XGBoost
ABANTO,ok,4.698772066874697,6.872088046612442,3.050040179068083,4.083447205254708,,,F5I,ABANTO,xgboost,XGBoost
SAN_MIGUEL,ok,4.365960230307183,5.825961940930737,3.246766954842538,4.084516519440684,,,F2,SAN_MIGUEL,xgboost,XGBoost
ABANTO,ok,4.755017392409075,6.906292363692378,3.0950329980285027,4.116769732026413,,,F3IL,ABANTO,xgboost,XGBoost
ABANTO,ok,4.767113414981667,6.9605210918797225,3.0935640951235097,4.130269877837531,,,F3I,ABANTO,xgboost,XGBoost
MUSKIZ,ok,4.191689536225455,6.860463406911944,2.915358594295104,4.186927917997433,,,F3I,MUSKIZ,xgboost,XGBoost
MUSKIZ,ok,4.193658031562019,6.872425490010009,2.9300258924217317,4.192920514986019,,,F5I,MUSKIZ,xgboost,XGBoost
MUSKIZ,ok,4.199990213880788,6.888861231405827,2.933380517780687,4.210409216500717,,,F5,MUSKIZ,xgboost,XGBoost
ABANTO,ok,4.716420433319083,7.003352726771309,3.0959743546652976,4.26045365638083,,,F4,ABANTO,xgboost,XGBoost
ABANTO,ok,4.7490214605981,7.016147599716246,3.122955395955084,4.265041254071256,,,F3,ABANTO,xgboost,XGBoost
MUSKIZ,ok,4.235043222630647,6.910320096490288,2.990365434484449,4.271525021361224,,,F3IL,MUSKIZ,xgboost,XGBoost
ABANTO,ok,4.830851545579241,7.096192526212329,3.206630979902528,4.373810561578138,,,F3S,ABANTO,xgboost,XGBoost
ABANTO,ok,4.894263819674222,7.154178394598688,3.3280099319129275,4.486373433089285,,,F2,ABANTO,xgboost,XGBoost
ALONSOTEGI,ok,5.492164203409319,7.980579913304977,3.3097483176330984,4.555855923192653,,,F5,ALONSOTEGI,xgboost,XGBoost
ALONSOTEGI,ok,5.493301955910312,7.975533341119943,3.317656027191477,4.563606104258389,,,F5I,ALONSOTEGI,xgboost,XGBoost
ALONSOTEGI,ok,5.61473539526831,8.031973886298088,3.3892681564119087,4.580302365605076,,,F3I,ALONSOTEGI,xgboost,XGBoost
ALONSOTEGI,ok,5.623245478726383,8.057351592402513,3.403523975631641,4.615072406880944,,,F3IL,ALONSOTEGI,xgboost,XGBoost
ABANTO,ok,4.937287981124526,7.354505863833694,3.327442794928831,4.675890532051313,,,F1,ABANTO,xgboost,XGBoost
MAZARREDO,ok,4.92653248047959,7.40821079772027,3.382282668308919,4.73086669009183,,,F5,MAZARREDO,xgboost,XGBoost
MAZARREDO,ok,4.939960108143003,7.463626047037597,3.42893505256524,4.793385906102864,,,F5I,MAZARREDO,xgboost,XGBoost
SAN_MIGUEL,ok,4.870619275007958,6.539732524794774,3.7239904134978943,4.852587015600994,,,F3,SAN_MIGUEL,xgboost,XGBoost
SAN_MIGUEL,ok,4.870619275007958,6.539732524794774,3.7239904134978943,4.852587015600994,,,F4,SAN_MIGUEL,xgboost,XGBoost
MUSKIZ,ok,4.284559466440029,7.33810020208024,3.091978798771845,4.87571137183714,,,F3S,MUSKIZ,xgboost,XGBoost
MUSKIZ,ok,4.31015020070158,7.404927597247993,3.119141800687004,4.922108262744327,,,F3,MUSKIZ,xgboost,XGBoost
SAN_MIGUEL,ok,4.933387014577372,6.6152468715215775,3.775010309600043,4.932208876328792,,,F3S,SAN_MIGUEL,xgboost,XGBoost
MUSKIZ,ok,4.33928047140959,7.4058832831656,3.172400604229398,4.958584112935774,,,F4,MUSKIZ,xgboost,XGBoost
MAZARREDO,ok,5.02522935961429,7.627065655709111,3.539090575176996,4.976566520918782,,,F3I,MAZARREDO,xgboost,XGBoost
SAN_MIGUEL,ok,4.8499341850152575,6.697190281111164,3.67198216753459,5.016779383098585,,,F3IL,SAN_MIGUEL,xgboost,XGBoost
SAN_MIGUEL,ok,4.8499341850152575,6.697190281111164,3.67198216753459,5.016779383098585,,,F5,SAN_MIGUEL,xgboost,XGBoost
SANGRONIZ,ok,6.172082946942749,9.028339561629124,3.75455591797705,5.067721404894223,,,F5I,SANGRONIZ,xgboost,XGBoost
LAS_CARRERAS,ok,5.877863279872417,8.80044394734969,3.7971130842331298,5.071288589516387,,,F5I,LAS_CARRERAS,xgboost,XGBoost
LAS_CARRERAS,ok,5.839037073443285,8.75531377200971,3.784476482523184,5.088581142069449,,,F5,LAS_CARRERAS,xgboost,XGBoost
SANGRONIZ,ok,6.206220680258378,9.06795844294576,3.780106406222999,5.09178860610142,,,F5,SANGRONIZ,xgboost,XGBoost
ALONSOTEGI,ok,5.587329701280386,8.350714710844871,3.485344023868941,5.120725733549279,,,F4,ALONSOTEGI,xgboost,XGBoost
EUROPA,ok,5.542667430310361,8.389711610453087,3.693594368027505,5.140655759769613,,,F5I,EUROPA,xgboost,XGBoost
MUSKIZ,ok,4.376765104746152,7.567271319855792,3.198670174401036,5.141839220880799,,,F2,MUSKIZ,xgboost,XGBoost
LAS_CARRERAS,ok,5.955412285487073,8.826565401644661,3.8646592845285848,5.148816960642691,,,F3I,LAS_CARRERAS,xgboost,XGBoost
ALONSOTEGI,ok,5.615085595468179,8.417556804529895,3.504982026260689,5.174446169213194,,,F3S,ALONSOTEGI,xgboost,XGBoost
SANGRONIZ,ok,6.259464416449936,9.114155844248732,3.83536618950471,5.179906056167524,,,F3I,SANGRONIZ,xgboost,XGBoost
SANGRONIZ,ok,6.267030811910667,9.123454227149091,3.840644386185831,5.180172901253023,,,F3IL,SANGRONIZ,xgboost,XGBoost
CASTREJANA,ok,6.67512508836078,9.480818010952945,3.8332541498615327,5.189734140338372,,,F5I,CASTREJANA,xgboost,XGBoost
LAS_CARRERAS,ok,5.949592463607042,8.92543165266783,3.846449565045387,5.194278770024123,,,F3IL,LAS_CARRERAS,xgboost,XGBoost
MAZARREDO,ok,4.938202864561397,7.720197999772191,3.5086923728210317,5.195271452221865,,,F4,MAZARREDO,xgboost,XGBoost
EUROPA,ok,5.599320826897349,8.461543157227556,3.750095530150128,5.221739530106632,,,F5,EUROPA,xgboost,XGBoost
MAZARREDO,ok,5.315023614712683,7.933987741578938,3.740342400527831,5.233973570147315,,,F3IL,MAZARREDO,xgboost,XGBoost
SAN_MIGUEL,ok,4.928062678394723,6.87906294220472,3.752036320312451,5.242606836387786,,,F5I,SAN_MIGUEL,xgboost,XGBoost
SAN_MIGUEL,ok,4.928062678394723,6.87906294220472,3.752036320312451,5.242606836387786,,,F3I,SAN_MIGUEL,xgboost,XGBoost
MAZARREDO,ok,5.164334190600357,7.858258855590145,3.684823871208528,5.281440628962329,,,F3S,MAZARREDO,xgboost,XGBoost
ALONSOTEGI,ok,5.710827808748183,8.481971341412125,3.603468023607146,5.295665418735857,,,F3,ALONSOTEGI,xgboost,XGBoost
EUROPA,ok,5.67976789050041,8.466459125337913,3.8506689965298193,5.296196295684047,,,F3I,EUROPA,xgboost,XGBoost
EUROPA,ok,5.669627171843304,8.467263717359256,3.837802560204681,5.300047328913895,,,F3IL,EUROPA,xgboost,XGBoost
MAZARREDO,ok,4.999022930945702,7.8147318640477135,3.5967328758680472,5.312989252216753,,,F3,MAZARREDO,xgboost,XGBoost
MUSKIZ,ok,4.41447007834085,7.748050032873801,3.2691029744081352,5.377111340068075,,,F1,MUSKIZ,xgboost,XGBoost
MAZARREDO,ok,5.24332130648321,7.970055952487296,3.718790608555537,5.379949202904201,,,F1,MAZARREDO,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.496857936268774,8.314461773114349,3.90725358560022,5.394181168214338,,,F5I,M_DIAZ_HARO,xgboost,XGBoost
CASTREJANA,ok,6.771081704462167,9.645743039687186,3.951868635419923,5.394683797068241,,,F5,CASTREJANA,xgboost,XGBoost
SANTURCE,ok,6.069818719005895,8.262155093890678,4.161598649112772,5.408109171047186,,,F2,SANTURCE,xgboost,XGBoost
LAS_CARRERAS,ok,6.010109820829917,9.034579139181153,3.991981269052727,5.439176908002078,,,F3S,LAS_CARRERAS,xgboost,XGBoost
LAS_CARRERAS,ok,5.9064871699736194,8.91224941443469,3.941548876215116,5.441733349744871,,,F3,LAS_CARRERAS,xgboost,XGBoost
MAZARREDO,ok,5.168067570699868,8.013922076679378,3.7178593807882536,5.449700814095174,,,F2,MAZARREDO,xgboost,XGBoost
LAS_CARRERAS,ok,5.961996603514301,9.04015538546137,3.9766162249018655,5.491007722076019,,,F4,LAS_CARRERAS,xgboost,XGBoost
CASTREJANA,ok,6.862943843036955,9.720346272728245,4.04832500861858,5.510955980397382,,,F3IL,CASTREJANA,xgboost,XGBoost
EUROPA,ok,5.670768682138667,8.692183345325645,3.8473015295343753,5.512674604585934,,,F4,EUROPA,xgboost,XGBoost
CASTREJANA,ok,6.814933948201987,9.688655793489731,4.008087074943338,5.5141958347768325,,,F3I,CASTREJANA,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.590423864015518,8.470740083305019,3.953676915447075,5.514937930878717,,,F5,M_DIAZ_HARO,xgboost,XGBoost
LAS_CARRERAS,ok,6.027278670305729,8.920419905366353,4.054724770820306,5.5156137418105695,,,F1,LAS_CARRERAS,xgboost,XGBoost
ARRAIZ_Monte,ok,5.376367937301235,8.03271787194766,3.978369018719036,5.5463538035220425,,,F5I,ARRAIZ_MONTE,xgboost,XGBoost
ARRAIZ_Monte,ok,5.433441258651558,8.09955108638105,4.016606840233509,5.567955208252537,,,F5,ARRAIZ_MONTE,xgboost,XGBoost
EUROPA,ok,5.670681757864007,8.656183936242345,3.928027262324189,5.568581192229694,,,F3,EUROPA,xgboost,XGBoost
EUROPA,ok,5.714212886420337,8.664632642135818,3.947704686056785,5.6221966404324615,,,F3S,EUROPA,xgboost,XGBoost
LAS_CARRERAS,ok,5.999891293554097,8.992129253336993,4.074432604089874,5.633421771419464,,,F2,LAS_CARRERAS,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.488905264991755,8.381554775015259,3.932880218348288,5.636391125488357,,,F1,M_DIAZ_HARO,xgboost,XGBoost
ALONSOTEGI,ok,5.851228759078349,8.740963335596627,3.813057870367878,5.652130675964239,,,F2,ALONSOTEGI,xgboost,XGBoost
ALONSOTEGI,ok,5.85595307480486,8.769668264062428,3.8010250870061033,5.652698299642022,,,F1,ALONSOTEGI,xgboost,XGBoost
SANTURCE,ok,6.319678686961776,8.362999355288602,4.3557968246770535,5.655287953688389,,,F5I,SANTURCE,xgboost,XGBoost
CASTREJANA,ok,6.835961375547531,9.761576905984844,4.1018373362758025,5.670424287934073,,,F3,CASTREJANA,xgboost,XGBoost
SANTURCE,ok,6.347895864260087,8.466972853855319,4.390206797930607,5.672855820012369,,,F3IL,SANTURCE,xgboost,XGBoost
CASTREJANA,ok,6.809290182627412,9.770288873198115,4.068693033717318,5.680429963573726,,,F3S,CASTREJANA,xgboost,XGBoost
ARRAIZ_Monte,ok,5.605094757078176,8.223712449193844,4.192651347303111,5.708534575178795,,,F3IL,ARRAIZ_MONTE,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.414754348134406,8.435537164767176,3.9109988800979623,5.717196037375699,,,F2,M_DIAZ_HARO,xgboost,XGBoost
CASTREJANA,ok,6.861707516767146,9.810684082129836,4.095921047743721,5.720635280938315,,,F4,CASTREJANA,xgboost,XGBoost
SANTURCE,ok,6.344877305345314,8.491734651660671,4.390579184322964,5.736746711493628,,,F5,SANTURCE,xgboost,XGBoost
M┬к_DIAZ_HARO,ok,5.4756187777279735,8.502199174859888,3.998658450202834,5.77022872240444,,,F4,M_DIAZ_HARO,xgboost,XGBoost
SANGRONIZ,ok,6.456921454741966,9.546814408065854,4.092166710967646,5.787508300832386,,,F3S,SANGRONIZ,xgboost,XGBoost
SANGRONIZ,ok,6.490060202482608,9.554000735067753,4.165862403049879,5.802887337452448,,,F2,SANGRONIZ,xgboost,XGBoost
M┬к_DIAZ_HARO,ok,5.6491822216269965,8.541824213458458,4.118430361835061,5.810769542661858,,,F3,M_DIAZ_HARO,xgboost,XGBoost
CASTREJANA,ok,6.871511603876645,9.887877106663566,4.176284565457276,5.8340015445425175,,,F2,CASTREJANA,xgboost,XGBoost
SANGRONIZ,ok,6.452494504614531,9.637568375612284,4.101403034122608,5.859767823096376,,,F1,SANGRONIZ,xgboost,XGBoost
SANTURCE,ok,6.500379171878388,8.709392272900855,4.534702204772515,5.873729703991452,,,F3I,SANTURCE,xgboost,XGBoost
ERANDIO,ok,6.5955097211077245,9.431970819413513,4.3793623446216685,5.8860458568686775,,,F5I,ERANDIO,xgboost,XGBoost
ARRAIZ_Monte,ok,5.3845236404872265,8.271038023421685,4.068419512307965,5.886841619991692,,,F4,ARRAIZ_MONTE,xgboost,XGBoost
EUROPA,ok,5.86210937666294,8.891414665561632,4.130284258294156,5.893859532771108,,,F2,EUROPA,xgboost,XGBoost
BARAKALDO,ok,6.613622731075422,9.925120203223583,4.230648218072339,5.918471730853358,,,F5,BARAKALDO,xgboost,XGBoost
SANGRONIZ,ok,6.549301024168702,9.631835830702164,4.261595310546644,5.921857394868242,,,F3,SANGRONIZ,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.751264777031132,8.659928975854587,4.214084871513285,5.939778089283212,,,F3S,M_DIAZ_HARO,xgboost,XGBoost
BARAKALDO,ok,6.609833262216128,9.908017124474464,4.249773640890139,5.950116973417157,,,F5I,BARAKALDO,xgboost,XGBoost
BARAKALDO,ok,6.614086732717222,9.918554412767318,4.2608416701920175,5.95036052695789,,,F3I,BARAKALDO,xgboost,XGBoost
CASTREJANA,ok,6.858885029645816,9.972955182812296,4.200747352774076,5.95771243442486,,,F1,CASTREJANA,xgboost,XGBoost
BARAKALDO,ok,6.585811074512133,9.881468257092122,4.256099708866197,5.962882618354457,,,F3IL,BARAKALDO,xgboost,XGBoost
SANTURCE,ok,6.489086694082925,8.769982953386883,4.564737915013797,5.980571138014232,,,F4,SANTURCE,xgboost,XGBoost
ARRAIZ_Monte,ok,5.967412218001852,8.452925906947488,4.589147820380232,5.99124808381158,,,F3I,ARRAIZ_MONTE,xgboost,XGBoost
ARRAIZ_Monte,ok,5.340348464850403,8.363230564812255,4.0375250095175215,5.99661287006607,,,F2,ARRAIZ_MONTE,xgboost,XGBoost
ERANDIO,ok,6.619162701526485,9.572394684225335,4.431985915792592,6.022702001599405,,,F3,ERANDIO,xgboost,XGBoost
ERANDIO,ok,6.673578984845552,9.575566593382032,4.411168727865842,6.030497406223346,,,F3IL,ERANDIO,xgboost,XGBoost
ERANDIO,ok,6.668640494497706,9.549006906655324,4.4167938411104,6.03579852564548,,,F3I,ERANDIO,xgboost,XGBoost
ARRAIZ_Monte,ok,5.47526753571386,8.460159781235856,4.160044076601218,6.056952783812229,,,F1,ARRAIZ_MONTE,xgboost,XGBoost
BASAURI,ok,6.838389876867427,10.551699811081336,4.496298370623914,6.06114074479315,,,F3IL,BASAURI,xgboost,XGBoost
Mª_DIAZ_HARO,ok,5.950909493882565,8.857524554121635,4.335343497041087,6.062345270417921,,,F3IL,M_DIAZ_HARO,xgboost,XGBoost
SANTURCE,ok,6.570521860234443,8.836167483391884,4.670420327280183,6.073735206378674,,,F3,SANTURCE,xgboost,XGBoost
SANGRONIZ,ok,6.664349567882389,9.811677352937997,4.395295539656164,6.087018802360239,,,F4,SANGRONIZ,xgboost,XGBoost
BASAURI,ok,6.870346429616179,10.569316572493417,4.512823957820198,6.091180870374594,,,F3I,BASAURI,xgboost,XGBoost
ERANDIO,ok,6.553293760008383,9.603979160615282,4.405516719942392,6.098157954150158,,,F2,ERANDIO,xgboost,XGBoost
Mª_DIAZ_HARO,ok,6.011661793801381,8.919295918012885,4.393511987106256,6.1000902603688205,,,F3I,M_DIAZ_HARO,xgboost,XGBoost
ERANDIO,ok,6.64354165242265,9.605193770625192,4.452839373568911,6.104090663503093,,,F4,ERANDIO,xgboost,XGBoost
SAN_JULIAN,ok,6.630713912014829,9.90465244212466,4.313264607230789,6.106884379766055,,,F5I,SAN_JULIAN,xgboost,XGBoost
SAN_JULIAN,ok,6.635076537478242,9.90795060337307,4.309618276214742,6.109738865741225,,,F5,SAN_JULIAN,xgboost,XGBoost
ERANDIO,ok,6.764788276927833,9.638579140488126,4.537340213723299,6.1523772014560985,,,F5,ERANDIO,xgboost,XGBoost
ZIERBENA_Puerto,ok,7.955780257472524,12.665906679164836,4.521083425981038,6.183497732135037,,,F5,ZIERBENA_PUERTO,xgboost,XGBoost
BARAKALDO,ok,6.60387198393662,10.057287810658378,4.280838996047535,6.194319483506846,,,F3S,BARAKALDO,xgboost,XGBoost
ERANDIO,ok,6.707925218689667,9.715499781998888,4.478375856654073,6.203610346506062,,,F3S,ERANDIO,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.025257908421542,12.756083684209884,4.559417904255235,6.21448044840377,,,F3I,ZIERBENA_PUERTO,xgboost,XGBoost
EUROPA,ok,5.990806666832922,9.249063936083234,4.232418070055694,6.214999633913,,,F1,EUROPA,xgboost,XGBoost
SAN_JULIAN,ok,6.716294707561594,10.017228255662742,4.386168825867007,6.233160564493937,,,F3I,SAN_JULIAN,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.03345336700235,12.710612110595813,4.587444682465715,6.238516841277217,,,F5I,ZIERBENA_PUERTO,xgboost,XGBoost
BARAKALDO,ok,6.677446059149817,10.152294895721454,4.337371923812882,6.24809708002739,,,F4,BARAKALDO,xgboost,XGBoost
SAN_JULIAN,ok,6.727254807847053,10.030339293415922,4.394398587422398,6.25144223970324,,,F3IL,SAN_JULIAN,xgboost,XGBoost
BARAKALDO,ok,6.676642302429149,10.165096939558566,4.340247579765361,6.257808293350444,,,F3,BARAKALDO,xgboost,XGBoost
BASAURI,ok,7.031761862650477,10.742941819030928,4.65583109599172,6.262143182253096,,,F5I,BASAURI,xgboost,XGBoost
ERANDIO,ok,6.614835453199901,9.769938169216145,4.49689209376786,6.2755600267691305,,,F1,ERANDIO,xgboost,XGBoost
ARRAIZ_Monte,ok,6.115317089534175,8.800239330737307,4.729300808133858,6.314857089295097,,,F3,ARRAIZ_MONTE,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.067924666691171,12.837224489255014,4.614971708476759,6.32001441993742,,,F3IL,ZIERBENA_PUERTO,xgboost,XGBoost
BASAURI,ok,6.856279083934319,10.74164494261128,4.58592720476083,6.332968621532053,,,F3,BASAURI,xgboost,XGBoost
BASAURI,ok,7.116380541805633,10.854863152526972,4.697647609606208,6.340646413333325,,,F5,BASAURI,xgboost,XGBoost
SANTURCE,ok,6.775424472123611,9.05424517983463,4.883269485309111,6.350461481751003,,,F3S,SANTURCE,xgboost,XGBoost
SAN_JULIAN,ok,6.705932368639164,10.082102080133756,4.479548844908061,6.366203723348482,,,F2,SAN_JULIAN,xgboost,XGBoost
BASAURI,ok,6.914724096473561,10.79849212149804,4.602837557546314,6.397487419708871,,,F3S,BASAURI,xgboost,XGBoost
SANTURCE,ok,6.724010027273285,9.10848225823228,4.730509732178279,6.416652959466794,,,F1,SANTURCE,xgboost,XGBoost
SAN_JULIAN,ok,6.69093797873619,10.17349969008757,4.407300156421777,6.422407808268894,,,F3S,SAN_JULIAN,xgboost,XGBoost
BARAKALDO,ok,6.691986519639241,10.237241944075452,4.442477434884148,6.429716697594164,,,F2,BARAKALDO,xgboost,XGBoost
ARRAIZ_Monte,ok,6.246127919711563,8.900067949273406,4.899444469032916,6.478533311152877,,,F3S,ARRAIZ_MONTE,xgboost,XGBoost
SAN_JULIAN,ok,6.706041291617214,10.219904696761011,4.429716013070645,6.4811154594554665,,,F4,SAN_JULIAN,xgboost,XGBoost
SAN_JULIAN,ok,6.8092492426592655,10.196488751496725,4.55452029490534,6.494282646962618,,,F1,SAN_JULIAN,xgboost,XGBoost
BASAURI,ok,6.991923583234756,10.89946288197729,4.708912838300244,6.524572558129724,,,F4,BASAURI,xgboost,XGBoost
SAN_JULIAN,ok,6.781548831459416,10.30570102963136,4.513922682192119,6.584825853587075,,,F3,SAN_JULIAN,xgboost,XGBoost
BARAKALDO,ok,6.877574814284551,10.45760140256489,4.578509274898903,6.600079887481412,,,F1,BARAKALDO,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.088323464198742,12.960488503060366,4.704273072942134,6.628124188589473,,,F3S,ZIERBENA_PUERTO,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.165355853266695,12.992069098705544,4.828942969805713,6.754756463365501,,,F4,ZIERBENA_PUERTO,xgboost,XGBoost
BASAURI,ok,6.945957746644453,11.0428606657342,4.735087110785049,6.777925056944893,,,F2,BASAURI,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.168222848798564,13.088161046372491,4.801123703392715,6.777942193494438,,,F3,ZIERBENA_PUERTO,xgboost,XGBoost
BASAURI,ok,7.118155926246374,11.217602975815185,4.918755695165458,6.94108614724628,,,F1,BASAURI,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.593568756533859,12.459257342590384,5.255262539985539,7.051697969425246,,,F3I,ALGORTA_BBIZI2,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.230066555631932,13.260921639530736,4.966071558377012,7.093853584932959,,,F2,ZIERBENA_PUERTO,xgboost,XGBoost
ZIERBENA_Puerto,ok,8.313409455077107,13.297307344871614,5.049225825866323,7.124026363113031,,,F1,ZIERBENA_PUERTO,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.58627146759721,12.54598671433207,5.273752580216569,7.19006691973135,,,F3IL,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.673253779156969,12.553630680754525,5.33003284913676,7.19185751551966,,,F5,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.649656373032414,12.538791436886076,5.324871151444261,7.204174976679284,,,F5I,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.514668186298074,12.559510985531409,5.238433014256736,7.276243418955482,,,F3S,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.668657884508905,12.635093462895783,5.355042465624956,7.311615677514348,,,F3,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.628369713506377,12.617951985519232,5.337797613710645,7.336798934643582,,,F4,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.685728817664685,12.799213874461495,5.367578701219927,7.38637197204252,,,F1,ALGORTA_BBIZI2,xgboost,XGBoost
ALGORTA_BBIZI2,ok,8.633464531899905,12.720829916187148,5.43119170178403,7.414893155915242,,,F2,ALGORTA_BBIZI2,xgboost,XGBoost
ABANTO,ok,5.612547763035171,8.947833910202425,4.371235370219936,6.825753064876337,,,baseline,ABANTO,persistence_last,Persistence (last)
ABANTO,ok,5.2931804164034055,7.96207338687392,3.796913078797725,5.470080971618814,,,baseline,ABANTO,persistence_ma24,Persistence (MA24)
ALGORTA_BBIZI2,ok,10.59284914001938,16.46519748799869,8.130185622577521,12.441724573635211,,,baseline,ALGORTA_BBIZI2,persistence_last,Persistence (last)
ALGORTA_BBIZI2,ok,9.65105586088905,14.38465102028273,6.529542908187985,9.519031832214916,,,baseline,ALGORTA_BBIZI2,persistence_ma24,Persistence (MA24)
ALONSOTEGI,ok,7.193313640419706,11.114215465285069,5.601049263054247,8.507118580673323,,,baseline,ALONSOTEGI,persistence_last,Persistence (last)
ALONSOTEGI,ok,6.560958285895976,9.999247320310031,4.468083633342564,6.987862914338178,,,baseline,ALONSOTEGI,persistence_ma24,Persistence (MA24)
ARRAIZ_MONTE,ok,5.85895752196359,9.922061022338792,4.746173353862875,7.76795383345235,,,baseline,ARRAIZ_MONTE,persistence_last,Persistence (last)
ARRAIZ_MONTE,ok,6.28392846360535,9.80208316840448,5.003577574495064,7.614108369858599,,,baseline,ARRAIZ_MONTE,persistence_ma24,Persistence (MA24)
BARAKALDO,ok,8.19316354301973,12.835660293558956,6.332652934991032,9.80144831409287,,,baseline,BARAKALDO,persistence_last,Persistence (last)
BARAKALDO,ok,7.652977515927506,11.60799452876799,5.505609420424322,8.127714984058903,,,baseline,BARAKALDO,persistence_ma24,Persistence (MA24)
BASAURI,ok,8.429685813831592,14.109942006149076,6.624757191749144,10.73670849565888,,,baseline,BASAURI,persistence_last,Persistence (last)
BASAURI,ok,7.98777094317516,12.566652327773696,5.859679955600777,8.608553689848453,,,baseline,BASAURI,persistence_ma24,Persistence (MA24)
CASTREJANA,ok,8.073854318513119,12.611921350910997,6.432234724246842,9.501032591335411,,,baseline,CASTREJANA,persistence_last,Persistence (last)
CASTREJANA,ok,7.443956005021056,10.753789674029605,4.745763483965015,6.844928961889872,,,baseline,CASTREJANA,persistence_ma24,Persistence (MA24)
ERANDIO,ok,7.589482354003069,12.042249658808869,5.929878599151548,9.196389849176454,,,baseline,ERANDIO,persistence_last,Persistence (last)
ERANDIO,ok,7.254531220226454,10.895337910287054,5.258962150615279,7.633229827032049,,,baseline,ERANDIO,persistence_ma24,Persistence (MA24)
EUROPA,ok,6.910219110828257,11.118958889213069,5.455791435585053,8.565409103161661,,,baseline,EUROPA,persistence_last,Persistence (last)
EUROPA,ok,6.783399816649999,10.36088357062969,5.081480892202322,7.555322275631831,,,baseline,EUROPA,persistence_ma24,Persistence (MA24)
LAS_CARRERAS,ok,7.05909056660639,11.073627671504616,5.480210216998191,8.468136989710423,,,baseline,LAS_CARRERAS,persistence_last,Persistence (last)
LAS_CARRERAS,ok,6.812920685151698,10.012546418160506,5.032594936708861,7.023902052649079,,,baseline,LAS_CARRERAS,persistence_ma24,Persistence (MA24)
MAZARREDO,ok,5.952274573517466,9.637713377681685,4.685087402593496,7.448558974998025,,,baseline,MAZARREDO,persistence_last,Persistence (last)
MAZARREDO,ok,5.902390408279929,9.086606243664308,4.455031290429341,6.720262247939311,,,baseline,MAZARREDO,persistence_ma24,Persistence (MA24)
MUSKIZ,ok,4.801107125559995,9.128058727832428,3.867928169269888,7.11699897016819,,,baseline,MUSKIZ,persistence_last,Persistence (last)
MUSKIZ,ok,4.923978450276466,8.67129756843295,3.879502663760746,6.520860351435884,,,baseline,MUSKIZ,persistence_ma24,Persistence (MA24)
M_DIAZ_HARO,ok,6.010460266909312,10.11605633854949,4.746333788292387,7.815221126554947,,,baseline,M_DIAZ_HARO,persistence_last,Persistence (last)
M_DIAZ_HARO,ok,6.0323662294004645,9.463908070468694,4.61135881104034,6.950441811750238,,,baseline,M_DIAZ_HARO,persistence_ma24,Persistence (MA24)
SAN_JULIAN,ok,7.7723936218267236,12.40610153458918,5.981536272472671,9.498813265605545,,,baseline,SAN_JULIAN,persistence_last,Persistence (last)
