date,pm10_daily,p40,sah_net,sah_net_clipped
2024-12-19,20.0,3.8000000000000007,16.2,16.2
2025-02-16,8.0,4.0,4.0,4.0
2025-02-17,6.0,4.0,2.0,2.0
2025-02-21,9.0,4.0,5.0,5.0
2025-03-04,12.0,4.0,8.0,8.0
2025-03-05,20.0,3.6000000000000014,16.4,16.4
2025-03-06,7.0,3.200000000000001,3.799999999999999,3.799999999999999
2025-03-20,17.0,4.0,13.0,13.0
2025-03-21,2.0,4.0,-2.0,0.0
2025-04-04,10.0,4.0,6.0,6.0
2025-04-11,11.0,4.0,7.0,7.0
2025-04-12,7.0,4.0,3.0,3.0
2025-05-01,10.0,4.0,6.0,6.0
2025-05-02,12.0,4.0,8.0,8.0
2025-05-03,4.0,4.0,0.0,0.0
2025-05-18,9.0,5.200000000000001,3.799999999999999,3.799999999999999
2025-05-19,6.0,6.0,0.0,0.0
2025-05-30,14.0,6.0,8.0,8.0
2025-05-31,21.0,6.0,15.0,15.0
2025-06-01,9.0,6.0,3.0,3.0
2025-06-02,4.0,6.0,-2.0,0.0
2025-06-09,24.0,6.0,18.0,18.0
2025-06-10,23.0,6.0,17.0,17.0
2025-06-11,9.0,6.0,3.0,3.0
2025-06-12,18.0,7.0,11.0,11.0
2025-06-13,16.0,8.0,8.0,8.0
2025-06-16,9.0,8.0,1.0,1.0
2025-06-17,13.0,8.0,5.0,5.0
2025-06-18,14.0,8.0,6.0,6.0
2025-06-19,24.0,8.0,16.0,16.0
2025-06-20,21.0,8.0,13.0,13.0
2025-06-21,24.0,8.0,16.0,16.0
2025-06-22,17.0,8.0,9.0,9.0
2025-06-23,15.0,8.0,7.0,7.0
2025-06-24,19.0,8.0,11.0,11.0
2025-06-25,14.0,8.0,6.0,6.0
2025-06-29,9.0,8.600000000000001,0.3999999999999986,0.3999999999999986
2025-06-30,18.0,9.600000000000001,8.399999999999999,8.399999999999999
2025-07-01,22.0,10.0,12.0,12.0
2025-07-03,14.0,9.8,4.199999999999999,4.199999999999999
2025-07-04,14.0,9.2,4.800000000000001,4.800000000000001
2025-08-06,7.0,6.200000000000001,0.7999999999999989,0.7999999999999989
2025-08-07,24.0,8.0,16.0,16.0
2025-08-08,21.0,8.0,13.0,13.0
2025-08-09,15.0,8.0,7.0,7.0
2025-08-10,27.0,8.0,19.0,19.0
2025-08-11,33.0,8.0,25.0,25.0
2025-08-12,37.0,8.0,29.0,29.0
2025-08-13,25.0,8.0,17.0,17.0
2025-08-14,25.0,8.0,17.0,17.0
2025-08-15,6.0,8.0,-2.0,0.0
2025-08-17,41.0,8.0,33.0,33.0
2025-08-18,16.0,7.4,8.6,8.6
2025-09-19,21.0,4.800000000000001,16.2,16.2
2025-09-20,16.0,4.800000000000001,11.2,11.2
2025-11-12,9.0,3.0,6.0,6.0
2025-11-13,11.0,3.0,8.0,8.0
2025-11-14,5.0,3.0,2.0,2.0
2025-12-09,14.0,3.0,11.0,11.0
