station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,5.435103009059097,7.775917828092796,3.3303503274001023,4.697965791524082,124.55476760864258,
ALGORTA_BBIZI2,ok,9.214018819332267,13.326815926132475,5.39068129712964,7.408899185667109,144.98830318450928,
ALONSOTEGI,ok,6.262793815224737,9.212609995993533,3.7832994245080727,5.619234368534109,63.20076656341553,
ARRAIZ_Monte,ok,6.233409281886898,9.35830848827243,4.163124675918594,6.0622587140637325,118.5725326538086,
BARAKALDO,ok,7.522385975503701,11.158531749926313,4.604268465210064,6.587949014030845,83.50503182411194,
BASAURI,ok,7.880347064504266,11.890399371526577,4.929962228470336,6.936426982990846,147.99210381507874,
CASTREJANA,ok,7.370869838197935,10.478598428743494,4.208661128497665,5.963405466435785,165.54879093170166,
ERANDIO,ok,7.377745098090138,10.531074660884048,4.508709818349872,6.2955878946471096,290.40647745132446,
EUROPA,ok,6.72986141612562,9.925824601964255,4.189798790120082,6.108467431436349,543.381041765213,
LAS_CARRERAS,ok,6.505560466378542,9.405160625487452,4.07002720455876,5.591077920039811,70.9012804031372,
MAZARREDO,ok,5.952016968832496,8.766573844030708,3.73656549534363,5.4434746927041235,88.34207725524902,
MUSKIZ,ok,4.879853127334624,8.057470799104614,3.2463674571994816,5.179201484060163,157.93538331985474,
Mª_DIAZ_HARO,ok,6.18837865753305,9.05401992712665,3.9406966704999116,5.650783788863545,65.37869787216187,
SANGRONIZ,ok,7.052675104837319,10.16152140687046,4.101923472196713,5.86161625184085,172.78063654899597,
SANTURCE,ok,7.289775051875173,9.57301749122786,4.594715673688383,6.052407571661327,149.68208765983582,
SAN_JULIAN,ok,7.418941621005004,10.833198106850148,4.474742005306508,6.439884897402617,93.89059257507324,
SAN_MIGUEL,ok,4.6882543387255735,6.258037120680746,3.0362728753260337,3.9835706108995925,64.98489356040955,
ZIERBENA_Puerto,ok,8.803014170796846,13.77950971917729,5.048496152216856,7.1613352633176754,202.1389398574829,
