station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error
ABANTO,ok,5.286805932564609,7.495955821285993,3.025018272525957,4.034057353754816,1855.3676915168762,
ALGORTA_BBIZI2,ok,9.309204815754484,13.253464543979929,5.3278987895309315,7.172492503131522,1434.9639933109283,
ALONSOTEGI,ok,6.069046082436298,8.78454093334096,3.3675309212669085,4.573725986119011,986.7857856750488,
ARRAIZ_Monte,ok,6.2741493282564065,9.272033298127425,3.931439274800971,5.5667622209849945,1696.0201919078827,
BARAKALDO,ok,7.25189263141257,10.706629289588482,4.2330960652290255,5.910367591068108,2200.479735851288,
BASAURI,ok,7.9427934817253565,11.724853441319791,4.64554382705668,6.25477280347043,1934.6595120429993,
CASTREJANA,ok,7.344502149526658,10.300546578724425,3.9077548692095867,5.309180019966066,3187.8642032146454,
ERANDIO,ok,7.484941025016518,10.405590157576178,4.4700261182255225,6.0094246233212525,3647.7738587856293,
EUROPA,ok,6.464990841799938,9.548025344710412,3.7483087100428887,5.212930704443935,2178.387427330017,
LAS_CARRERAS,ok,6.388596105945797,9.390068765709945,3.7727434878699966,5.071726175408787,1510.6948120594025,
MAZARREDO,ok,5.523864169256884,8.320446810380423,3.390080072441589,4.7423890884656705,1653.2840473651886,
MUSKIZ,ok,4.75478452540407,7.690591793053609,2.92624997107287,4.199508102359478,958.4122529029846,
Mª_DIAZ_HARO,ok,6.53679262607881,9.591369993485015,4.099129772752729,5.687372039533026,3817.8001234531403,
SANGRONIZ,ok,6.931722570979018,9.908390003596955,3.9069710669583033,5.2641455577984795,1831.3441779613495,
SANTURCE,ok,7.140886819923241,9.459248583680205,4.398501785484911,5.7493544825822225,2444.572502374649,
SAN_JULIAN,ok,7.520705268341136,11.016062513970489,4.327718966457434,6.161885406257994,2469.407236099243,
SAN_MIGUEL,ok,5.714161133683833,7.490792894893097,3.754027621580657,5.166822497150815,1625.6409213542938,
ZIERBENA_Puerto,ok,8.507656408639264,13.302188636096423,4.5398290649584645,6.197772135594192,2381.312821149826,
